ID,id_empleado,fecha,hora_ingreso,hora_salida,justificacion
137,00439,2024-07-05,08:00,17:05,""
138,00142,2024-07-05,08:10,17:00,""
139,22056,2024-07-05,08:10,17:10,""
140,21037,2024-07-05,08:05,17:05,""
141,22949,2024-07-05,08:10,17:00,""
142,05515,2024-07-05,08:10,17:10,""
143,03487,2024-07-05,08:00,17:05,""
144,20200,2024-07-05,08:00,17:05,""
145,00731,2024-07-05,08:10,17:10,""
146,00200,2024-07-05,08:00,17:05,""
147,02150,2024-07-05,08:00,17:00,""
148,10616,2024-07-05,08:10,17:00,""
149,15245,2024-07-05,08:10,17:00,""
150,23863,2024-07-05,08:00,17:05,""
151,04223,2024-07-05,08:00,17:10,""
152,09404,2024-07-05,08:05,17:10,""
153,13174,2024-07-05,08:10,17:00,""
154,04471,2024-07-05,08:05,17:05,""
155,17888,2024-07-05,08:00,17:10,""
156,00014,2024-07-05,08:05,17:05,""
157,12309,2024-07-05,08:05,17:05,""
158,05878,2024-07-05,08:10,17:10,""
159,13787,2024-07-05,08:00,17:05,""
160,10071,2024-07-08,08:00,17:00,""
161,04394,2024-07-08,08:10,17:10,""
162,10070,2024-07-08,08:05,17:10,""
163,20638,2024-07-08,08:05,17:10,""
164,15616,2024-07-08,08:10,17:05,""
165,21145,2024-07-08,08:05,17:00,""
166,22694,2024-07-08,08:05,17:05,""
167,00186,2024-07-08,08:05,17:10,""
168,14537,2024-07-08,08:10,17:05,""
169,01397,2024-07-08,08:05,17:00,""
170,00439,2024-07-08,08:00,17:00,""
171,00142,2024-07-08,08:05,17:05,""
172,22056,2024-07-08,08:00,17:10,""
173,21037,2024-07-08,08:05,17:10,""
174,22949,2024-07-08,08:05,17:10,""
175,03487,2024-07-08,08:05,17:10,""
176,20200,2024-07-08,08:10,17:00,""
177,00731,2024-07-08,08:10,17:05,""
178,00200,2024-07-08,08:05,17:10,""
179,02150,2024-07-08,08:10,17:05,""
180,10616,2024-07-08,08:10,17:10,""
181,15245,2024-07-08,08:05,17:00,""
182,23863,2024-07-08,08:05,17:10,""
183,04223,2024-07-08,08:05,17:00,""
184,09404,2024-07-08,08:10,17:10,""
185,13174,2024-07-08,08:10,17:10,""
186,04471,2024-07-08,08:00,17:05,""
187,17888,2024-07-08,08:10,17:05,""
188,00014,2024-07-08,08:05,17:10,""
189,12309,2024-07-08,08:10,17:05,""
190,05878,2024-07-08,08:00,17:10,""
191,13787,2024-07-08,08:10,17:00,""
192,10071,2024-07-09,08:10,17:10,""
193,04394,2024-07-09,08:05,17:00,""
194,10070,2024-07-09,08:05,17:00,""
195,20638,2024-07-09,08:00,17:00,""
196,15616,2024-07-09,08:10,17:00,""
197,21145,2024-07-09,08:05,17:00,""
198,22694,2024-07-09,08:00,17:10,""
199,00186,2024-07-09,08:00,17:00,""
200,14537,2024-07-09,08:00,17:05,""
201,01397,2024-07-09,08:10,17:10,""
202,04866,2024-07-09,08:05,17:10,""
203,00439,2024-07-09,08:00,17:10,""
204,00142,2024-07-09,08:10,17:05,""
205,22056,2024-07-09,08:05,17:05,""
206,21037,2024-07-09,08:05,17:05,""
207,22949,2024-07-09,08:00,17:10,""
208,05515,2024-07-09,08:05,17:05,""
209,20200,2024-07-09,08:05,17:00,""
210,00731,2024-07-09,08:05,17:00,""
211,00200,2024-07-09,08:00,17:05,""
212,02150,2024-07-09,08:10,17:00,""
213,10616,2024-07-09,08:00,17:10,""
214,15245,2024-07-09,08:00,17:10,""
215,23863,2024-07-09,08:10,17:05,""
216,04223,2024-07-09,08:00,17:10,""
217,09404,2024-07-09,08:05,17:00,""
218,13174,2024-07-09,08:00,17:10,""
219,17888,2024-07-09,08:00,17:00,""
220,00014,2024-07-09,08:00,17:00,""
221,12309,2024-07-09,08:05,17:00,""
222,05878,2024-07-09,08:05,17:10,""
223,13787,2024-07-09,08:05,17:10,""
224,10071,2024-07-10,08:10,17:00,""
225,04394,2024-07-10,08:10,17:10,""
226,10070,2024-07-10,08:10,17:10,""
227,20638,2024-07-10,08:00,17:00,""
228,15616,2024-07-10,08:10,17:00,""
229,21145,2024-07-10,08:05,17:00,""
230,22694,2024-07-10,08:00,17:05,""
231,00186,2024-07-10,08:10,17:10,""
232,14537,2024-07-10,08:10,17:10,""
233,01397,2024-07-10,08:10,17:05,""
234,04866,2024-07-10,08:10,17:10,""
235,00439,2024-07-10,08:05,17:10,""
236,00142,2024-07-10,08:10,17:00,""
237,21037,2024-07-10,08:00,17:05,""
238,22949,2024-07-10,08:10,17:10,""
239,05515,2024-07-10,08:00,17:00,""
240,03487,2024-07-10,08:05,17:05,""
241,20200,2024-07-10,08:05,17:00,""
242,00731,2024-07-10,08:10,17:00,""
243,00200,2024-07-10,08:05,17:00,""
244,02150,2024-07-10,08:05,17:10,""
245,10616,2024-07-10,08:10,17:10,""
246,15245,2024-07-10,08:00,17:00,""
247,23863,2024-07-10,08:00,17:10,""
248,09404,2024-07-10,08:05,17:05,""
249,13174,2024-07-10,08:10,17:00,""
250,04471,2024-07-10,08:05,17:10,""
251,17888,2024-07-10,08:00,17:05,""
252,00014,2024-07-10,08:05,17:10,""
253,12309,2024-07-10,08:00,17:00,""
254,05878,2024-07-10,08:00,17:00,""
255,13787,2024-07-10,08:10,17:05,""
256,10071,2024-07-11,08:05,17:05,""
257,04394,2024-07-11,08:10,17:10,""
258,10070,2024-07-11,08:05,17:10,""
259,20638,2024-07-11,08:05,17:10,""
260,15616,2024-07-11,08:00,17:10,""
261,21145,2024-07-11,08:00,17:00,""
262,22694,2024-07-11,08:00,17:10,""
263,00186,2024-07-11,08:10,17:05,""
264,14537,2024-07-11,08:05,17:10,""
265,01397,2024-07-11,08:05,17:05,""
266,04866,2024-07-11,08:00,17:00,""
267,00439,2024-07-11,08:10,17:00,""
268,00142,2024-07-11,08:10,17:05,""
269,22056,2024-07-11,08:05,17:00,""
270,21037,2024-07-11,08:10,17:05,""
271,05515,2024-07-11,08:05,17:05,""
272,03487,2024-07-11,08:00,17:00,""
273,20200,2024-07-11,08:10,17:05,""
274,00731,2024-07-11,08:10,17:00,""
275,00200,2024-07-11,08:00,17:10,""
276,02150,2024-07-11,08:05,17:10,""
277,15245,2024-07-11,08:00,17:10,""
278,23863,2024-07-11,08:10,17:05,""
279,04223,2024-07-11,08:05,17:05,""
280,09404,2024-07-11,08:05,17:05,""
281,13174,2024-07-11,08:10,17:00,""
282,04471,2024-07-11,08:05,17:00,""
283,17888,2024-07-11,08:10,17:05,""
284,12309,2024-07-11,08:05,17:10,""
285,05878,2024-07-11,08:05,17:05,""
286,13787,2024-07-11,08:10,17:10,""
287,10071,2024-07-12,08:05,17:10,""
288,04394,2024-07-12,08:10,17:10,""
289,10070,2024-07-12,08:10,17:05,""
290,20638,2024-07-12,08:00,17:10,""
291,15616,2024-07-12,08:00,17:10,""
292,21145,2024-07-12,08:05,17:05,""
293,22694,2024-07-12,08:00,17:05,""
294,00186,2024-07-12,08:05,17:05,""
295,14537,2024-07-12,08:10,17:10,""
296,01397,2024-07-12,08:00,17:05,""
297,00439,2024-07-12,08:05,17:05,""
298,00142,2024-07-12,08:10,17:10,""
299,22056,2024-07-12,08:05,17:05,""
300,21037,2024-07-12,08:00,17:05,""
301,22949,2024-07-12,08:00,17:05,""
302,05515,2024-07-12,08:00,17:00,""
303,03487,2024-07-12,08:10,17:10,""
304,20200,2024-07-12,08:05,17:05,""
305,00731,2024-07-12,08:05,17:00,""
306,00200,2024-07-12,08:10,17:00,""
307,02150,2024-07-12,08:10,17:00,""
308,10616,2024-07-12,08:10,17:10,""
309,15245,2024-07-12,08:00,17:05,""
310,23863,2024-07-12,08:05,17:05,""
311,04223,2024-07-12,08:00,17:10,""
312,09404,2024-07-12,08:00,17:00,""
313,13174,2024-07-12,08:10,17:00,""
314,17888,2024-07-12,08:10,17:00,""
315,00014,2024-07-12,08:05,17:10,""
316,12309,2024-07-12,08:00,17:00,""
317,05878,2024-07-12,08:05,17:00,""
318,13787,2024-07-12,08:10,17:05,""
319,10071,2024-07-15,08:05,17:05,""
320,04394,2024-07-15,08:00,17:00,""
321,20638,2024-07-15,08:10,17:05,""
322,15616,2024-07-15,08:10,17:00,""
323,21145,2024-07-15,08:10,17:10,""
324,22694,2024-07-15,08:05,17:10,""
325,00186,2024-07-15,08:05,17:05,""
326,14537,2024-07-15,08:05,17:10,""
327,01397,2024-07-15,08:00,17:05,""
328,04866,2024-07-15,08:10,17:00,""
329,00439,2024-07-15,08:00,17:10,""
330,00142,2024-07-15,08:10,17:00,""
331,22056,2024-07-15,08:00,17:10,""
332,21037,2024-07-15,08:10,17:10,""
333,22949,2024-07-15,08:05,17:10,""
334,05515,2024-07-15,08:10,17:05,""
335,03487,2024-07-15,08:05,17:00,""
336,20200,2024-07-15,08:00,17:05,""
337,00731,2024-07-15,08:00,17:10,""
338,00200,2024-07-15,08:00,17:10,""
339,02150,2024-07-15,08:10,17:05,""
340,10616,2024-07-15,08:05,17:00,""
341,15245,2024-07-15,08:10,17:10,""
342,23863,2024-07-15,08:05,17:10,""
343,04223,2024-07-15,08:10,17:10,""
344,09404,2024-07-15,08:10,17:05,""
345,13174,2024-07-15,08:00,17:05,""
346,04471,2024-07-15,08:05,17:00,""
347,17888,2024-07-15,08:00,17:05,""
348,00014,2024-07-15,08:10,17:00,""
349,12309,2024-07-15,08:00,17:10,""
350,05878,2024-07-15,08:05,17:05,""
351,13787,2024-07-15,08:00,17:05,""
352,10071,2024-07-16,08:00,17:10,""
353,04394,2024-07-16,08:10,17:00,""
354,10070,2024-07-16,08:05,17:10,""
355,20638,2024-07-16,08:00,17:05,""
356,15616,2024-07-16,08:10,17:10,""
357,21145,2024-07-16,08:10,17:10,""
358,22694,2024-07-16,08:05,17:00,""
359,00186,2024-07-16,08:00,17:05,""
360,14537,2024-07-16,08:10,17:05,""
361,01397,2024-07-16,08:05,17:10,""
362,04866,2024-07-16,08:05,17:00,""
363,22056,2024-07-16,08:05,17:05,""
364,21037,2024-07-16,08:00,17:10,""
365,22949,2024-07-16,08:00,17:10,""
366,05515,2024-07-16,08:00,17:00,""
367,03487,2024-07-16,08:10,17:10,""
368,20200,2024-07-16,08:10,17:00,""
369,00731,2024-07-16,08:00,17:05,""
370,00200,2024-07-16,08:00,17:00,""
371,02150,2024-07-16,08:00,17:05,""
372,10616,2024-07-16,08:10,17:00,""
373,15245,2024-07-16,08:10,17:10,""
374,23863,2024-07-16,08:00,17:05,""
375,04223,2024-07-16,08:05,17:05,""
376,09404,2024-07-16,08:10,17:10,""
377,13174,2024-07-16,08:10,17:10,""
378,04471,2024-07-16,08:05,17:00,""
379,17888,2024-07-16,08:00,17:10,""
380,00014,2024-07-16,08:00,17:05,""
381,12309,2024-07-16,08:10,17:10,""
382,05878,2024-07-16,08:10,17:05,""
383,13787,2024-07-16,08:00,17:00,""
384,10071,2024-07-17,08:05,17:10,""
385,04394,2024-07-17,08:05,17:00,""
386,10070,2024-07-17,08:05,17:10,""
387,15616,2024-07-17,08:00,17:00,""
388,21145,2024-07-17,08:05,17:05,""
389,22694,2024-07-17,08:05,17:05,""
390,00186,2024-07-17,08:00,17:10,""
391,14537,2024-07-17,08:10,17:05,""
392,01397,2024-07-17,08:00,17:10,""
393,04866,2024-07-17,08:10,17:05,""
394,00439,2024-07-17,08:00,17:10,""
395,00142,2024-07-17,08:05,17:10,""
396,22056,2024-07-17,08:10,17:10,""
397,21037,2024-07-17,08:00,17:10,""
398,22949,2024-07-17,08:10,17:05,""
399,03487,2024-07-17,08:10,17:00,""
400,20200,2024-07-17,08:00,17:10,""
401,00731,2024-07-17,08:05,17:05,""
402,00200,2024-07-17,08:10,17:05,""
403,02150,2024-07-17,08:00,17:00,""
404,10616,2024-07-17,08:10,17:05,""
405,15245,2024-07-17,08:00,17:00,""
406,23863,2024-07-17,08:00,17:00,""
407,04223,2024-07-17,08:00,17:10,""
408,09404,2024-07-17,08:10,17:05,""
409,13174,2024-07-17,08:05,17:00,""
410,04471,2024-07-17,08:10,17:10,""
411,17888,2024-07-17,08:05,17:10,""
412,00014,2024-07-17,08:00,17:00,""
413,12309,2024-07-17,08:05,17:05,""
414,05878,2024-07-17,08:05,17:10,""
415,13787,2024-07-17,08:10,17:00,""
416,10071,2024-07-18,08:10,17:00,""
417,04394,2024-07-18,08:05,17:05,""
418,10070,2024-07-18,08:00,17:00,""
419,20638,2024-07-18,08:10,17:00,""
420,15616,2024-07-18,08:00,17:00,""
421,22694,2024-07-18,08:05,17:10,""
422,14537,2024-07-18,08:10,17:05,""
423,01397,2024-07-18,08:00,17:10,""
424,04866,2024-07-18,08:05,17:00,""
425,00439,2024-07-18,08:10,17:00,""
426,00142,2024-07-18,08:05,17:00,""
427,22056,2024-07-18,08:10,17:00,""
428,21037,2024-07-18,08:05,17:05,""
429,05515,2024-07-18,08:05,17:05,""
430,03487,2024-07-18,08:00,17:05,""
431,20200,2024-07-18,08:05,17:00,""
432,00731,2024-07-18,08:10,17:05,""
433,00200,2024-07-18,08:05,17:10,""
434,02150,2024-07-18,08:10,17:10,""
435,10616,2024-07-18,08:00,17:05,""
436,15245,2024-07-18,08:05,17:05,""
437,23863,2024-07-18,08:10,17:10,""
438,04223,2024-07-18,08:00,17:00,""
439,09404,2024-07-18,08:10,17:05,""
440,13174,2024-07-18,08:00,17:10,""
441,04471,2024-07-18,08:05,17:00,""
442,17888,2024-07-18,08:05,17:05,""
443,00014,2024-07-18,08:00,17:05,""
444,12309,2024-07-18,08:05,17:10,""
445,05878,2024-07-18,08:00,17:10,""
446,13787,2024-07-18,08:00,17:00,""
447,10071,2024-07-19,08:00,17:10,""
448,04394,2024-07-19,08:00,17:10,""
449,10070,2024-07-19,08:00,17:05,""
450,20638,2024-07-19,08:00,17:00,""
451,15616,2024-07-19,08:05,17:00,""
452,21145,2024-07-19,08:10,17:05,""
453,22694,2024-07-19,08:05,17:00,""
454,00186,2024-07-19,08:05,17:10,""
455,14537,2024-07-19,08:05,17:10,""
456,01397,2024-07-19,08:05,17:05,""
457,04866,2024-07-19,08:00,17:10,""
458,00439,2024-07-19,08:05,17:05,""
459,00142,2024-07-19,08:05,17:05,""
460,22056,2024-07-19,08:05,17:10,""
461,21037,2024-07-19,08:05,17:00,""
462,22949,2024-07-19,08:05,17:10,""
463,05515,2024-07-19,08:05,17:00,""
464,03487,2024-07-19,08:10,17:10,""
465,20200,2024-07-19,08:10,17:00,""
466,00731,2024-07-19,08:05,17:00,""
467,00200,2024-07-19,08:10,17:05,""
468,02150,2024-07-19,08:05,17:10,""
469,10616,2024-07-19,08:00,17:00,""
470,15245,2024-07-19,08:05,17:05,""
471,04223,2024-07-19,08:10,17:00,""
472,09404,2024-07-19,08:05,17:10,""
473,13174,2024-07-19,08:10,17:00,""
474,04471,2024-07-19,08:05,17:00,""
475,00014,2024-07-19,08:10,17:10,""
476,05878,2024-07-19,08:10,17:05,""
477,13787,2024-07-19,08:00,17:10,""
478,10071,2024-07-22,08:00,17:10,""
479,04394,2024-07-22,08:05,17:05,""
480,10070,2024-07-22,08:10,17:00,""
481,20638,2024-07-22,08:05,17:05,""
482,15616,2024-07-22,08:05,17:10,""
483,21145,2024-07-22,08:10,17:00,""
484,22694,2024-07-22,08:10,17:10,""
485,00186,2024-07-22,08:10,17:05,""
486,14537,2024-07-22,08:00,17:00,""
487,01397,2024-07-22,08:05,17:05,""
488,04866,2024-07-22,08:05,17:05,""
489,00439,2024-07-22,08:00,17:05,""
490,22056,2024-07-22,08:05,17:00,""
491,21037,2024-07-22,08:00,17:10,""
492,22949,2024-07-22,08:05,17:05,""
493,05515,2024-07-22,08:00,17:10,""
494,03487,2024-07-22,08:05,17:05,""
495,20200,2024-07-22,08:10,17:00,""
496,00200,2024-07-22,08:00,17:05,""
497,02150,2024-07-22,08:00,17:10,""
498,10616,2024-07-22,08:05,17:10,""
499,15245,2024-07-22,08:05,17:10,""
500,23863,2024-07-22,08:05,17:05,""
501,04223,2024-07-22,08:00,17:05,""
502,09404,2024-07-22,08:05,17:00,""
503,13174,2024-07-22,08:00,17:00,""
504,04471,2024-07-22,08:10,17:10,""
505,17888,2024-07-22,08:00,17:05,""
506,00014,2024-07-22,08:00,17:00,""
507,12309,2024-07-22,08:10,17:05,""
508,13787,2024-07-22,08:00,17:00,""
509,10071,2024-07-23,08:05,17:10,""
510,04394,2024-07-23,08:05,17:10,""
511,10070,2024-07-23,08:00,17:05,""
512,20638,2024-07-23,08:10,17:00,""
513,15616,2024-07-23,08:00,17:05,""
514,21145,2024-07-23,08:05,17:00,""
515,22694,2024-07-23,08:10,17:00,""
516,14537,2024-07-23,08:05,17:10,""
517,01397,2024-07-23,08:05,17:05,""
518,04866,2024-07-23,08:05,17:10,""
519,00439,2024-07-23,08:10,17:10,""
520,00142,2024-07-23,08:10,17:10,""
521,22056,2024-07-23,08:05,17:05,""
522,21037,2024-07-23,08:00,17:05,""
523,22949,2024-07-23,08:10,17:05,""
524,05515,2024-07-23,08:05,17:10,""
525,03487,2024-07-23,08:00,17:05,""
526,20200,2024-07-23,08:05,17:05,""
527,00731,2024-07-23,08:00,17:00,""
528,00200,2024-07-23,08:00,17:05,""
529,02150,2024-07-23,08:10,17:05,""
530,10616,2024-07-23,08:10,17:05,""
531,15245,2024-07-23,08:05,17:05,""
532,23863,2024-07-23,08:00,17:00,""
533,04223,2024-07-23,08:10,17:00,""
534,09404,2024-07-23,08:00,17:05,""
535,13174,2024-07-23,08:05,17:00,""
536,17888,2024-07-23,08:00,17:05,""
537,00014,2024-07-23,08:10,17:05,""
538,12309,2024-07-23,08:05,17:05,""
539,05878,2024-07-23,08:10,17:00,""
540,13787,2024-07-23,08:05,17:05,""
541,10071,2024-07-24,08:10,17:10,""
542,04394,2024-07-24,08:05,17:05,""
543,20638,2024-07-24,08:10,17:00,""
544,15616,2024-07-24,08:00,17:10,""
545,21145,2024-07-24,08:00,17:10,""
546,22694,2024-07-24,08:10,17:05,""
547,00186,2024-07-24,08:10,17:05,""
548,14537,2024-07-24,08:05,17:00,""
549,01397,2024-07-24,08:10,17:10,""
550,04866,2024-07-24,08:05,17:00,""
551,00439,2024-07-24,08:00,17:10,""
552,00142,2024-07-24,08:10,17:10,""
553,22056,2024-07-24,08:05,17:05,""
554,21037,2024-07-24,08:10,17:00,""
555,22949,2024-07-24,08:00,17:00,""
556,05515,2024-07-24,08:10,17:05,""
557,03487,2024-07-24,08:10,17:00,""
558,20200,2024-07-24,08:05,17:10,""
559,00731,2024-07-24,08:05,17:00,""
560,00200,2024-07-24,08:05,17:10,""
561,02150,2024-07-24,08:05,17:10,""
562,10616,2024-07-24,08:00,17:00,""
563,15245,2024-07-24,08:00,17:10,""
564,23863,2024-07-24,08:05,17:10,""
565,04223,2024-07-24,08:10,17:00,""
566,09404,2024-07-24,08:05,17:00,""
567,13174,2024-07-24,08:00,17:05,""
568,04471,2024-07-24,08:10,17:00,""
569,17888,2024-07-24,08:00,17:00,""
570,00014,2024-07-24,08:05,17:00,""
571,05878,2024-07-24,08:10,17:10,""
572,13787,2024-07-24,08:10,17:05,""
573,10071,2024-07-25,08:05,17:10,""
574,04394,2024-07-25,08:05,17:05,""
575,10070,2024-07-25,08:05,17:00,""
576,20638,2024-07-25,08:10,17:10,""
577,15616,2024-07-25,08:10,17:05,""
578,21145,2024-07-25,08:10,17:00,""
579,22694,2024-07-25,08:00,17:00,""
580,00186,2024-07-25,08:10,17:00,""
581,14537,2024-07-25,08:10,17:05,""
582,01397,2024-07-25,08:05,17:00,""
583,04866,2024-07-25,08:10,17:10,""
584,00439,2024-07-25,08:00,17:10,""
585,00142,2024-07-25,08:10,17:10,""
586,22056,2024-07-25,08:10,17:05,""
587,21037,2024-07-25,08:00,17:10,""
588,22949,2024-07-25,08:05,17:10,""
589,05515,2024-07-25,08:10,17:05,""
590,03487,2024-07-25,08:05,17:00,""
591,20200,2024-07-25,08:00,17:10,""
592,00731,2024-07-25,08:05,17:05,""
593,00200,2024-07-25,08:05,17:10,""
594,02150,2024-07-25,08:10,17:10,""
595,10616,2024-07-25,08:00,17:05,""
596,15245,2024-07-25,08:00,17:10,""
597,23863,2024-07-25,08:10,17:05,""
598,04223,2024-07-25,08:00,17:05,""
599,09404,2024-07-25,08:10,17:10,""
600,13174,2024-07-25,08:05,17:10,""
601,04471,2024-07-25,08:10,17:00,""
602,17888,2024-07-25,08:10,17:00,""
603,12309,2024-07-25,08:00,17:10,""
604,05878,2024-07-25,08:10,17:00,""
605,13787,2024-07-25,08:05,17:05,""
606,10071,2024-07-26,08:10,17:00,""
607,04394,2024-07-26,08:05,17:05,""
608,10070,2024-07-26,08:05,17:05,""
609,20638,2024-07-26,08:10,17:10,""
610,15616,2024-07-26,08:05,17:05,""
611,21145,2024-07-26,08:00,17:10,""
612,22694,2024-07-26,08:10,17:10,""
613,00186,2024-07-26,08:10,17:05,""
614,14537,2024-07-26,08:00,17:00,""
615,04866,2024-07-26,08:00,17:05,""
616,00439,2024-07-26,08:00,17:00,""
617,00142,2024-07-26,08:00,17:00,""
618,22056,2024-07-26,08:05,17:00,""
619,21037,2024-07-26,08:05,17:05,""
620,22949,2024-07-26,08:10,17:10,""
621,05515,2024-07-26,08:05,17:05,""
622,03487,2024-07-26,08:10,17:00,""
623,20200,2024-07-26,08:10,17:10,""
624,00731,2024-07-26,08:05,17:05,""
625,00200,2024-07-26,08:10,17:05,""
626,02150,2024-07-26,08:10,17:10,""
627,10616,2024-07-26,08:10,17:00,""
628,15245,2024-07-26,08:00,17:00,""
629,23863,2024-07-26,08:05,17:00,""
630,04223,2024-07-26,08:10,17:00,""
631,09404,2024-07-26,08:00,17:05,""
632,13174,2024-07-26,08:00,17:00,""
633,04471,2024-07-26,08:05,17:00,""
